"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"16/08/2024","91,52","90,81","91,58","90,81","35,92K","0,79%"
"15/08/2024","90,80","90,01","90,99","90,01","72,67K","0,89%"
"13/08/2024","90,00","90,02","90,81","90,00","15,14K","0,10%"
"12/08/2024","89,91","90,00","90,63","89,91","28,26K","-0,10%"
"09/08/2024","90,00","90,00","91,54","90,00","83,13K","0,00%"
"08/08/2024","90,00","90,00","90,00","89,82","44,26K","0,00%"
"07/08/2024","90,00","90,00","90,31","89,81","36,36K","0,00%"
"06/08/2024","90,00","90,00","90,30","89,69","52,90K","0,00%"
"05/08/2024","90,00","90,68","91,00","88,50","120,37K","-1,10%"
"02/08/2024","91,00","90,90","91,00","90,52","83,41K","0,19%"
"01/08/2024","90,83","90,50","90,85","90,50","23,52K","0,25%"
"31/07/2024","90,60","90,35","90,99","90,00","116,31K","0,55%"
"29/07/2024","90,10","89,61","90,50","89,61","90,53K","0,56%"
"26/07/2024","89,60","89,84","90,50","89,50","45,63K","-0,33%"
"25/07/2024","89,90","90,00","90,96","89,81","173,22K","-0,11%"
"24/07/2024","90,00","90,99","90,99","89,82","37,70K","-0,88%"
"23/07/2024","90,80","90,90","90,90","90,20","12,70K","-0,22%"
"22/07/2024","91,00","90,00","91,50","90,00","21,65K","0,44%"
"19/07/2024","90,60","91,31","91,80","90,20","57,35K","-0,99%"
"18/07/2024","91,51","92,70","92,70","91,30","73,12K","-0,53%"
"17/07/2024","92,00","91,15","92,00","91,15","132,21K","0,55%"
"16/07/2024","91,50","92,00","92,25","91,37","9,57K","-0,54%"
"15/07/2024","92,00","92,75","92,75","92,00","20,54K","-0,49%"
"12/07/2024","92,45","92,90","93,00","92,38","64,81K","-0,27%"
"11/07/2024","92,70","92,72","93,00","92,00","43,98K","0,00%"
"10/07/2024","92,70","90,31","92,70","90,31","360,25K","3,10%"
"09/07/2024","89,91","89,21","89,91","89,21","50,11K","0,44%"
"08/07/2024","89,52","89,86","89,95","89,24","17,08K","-0,03%"
"05/07/2024","89,55","89,02","90,00","89,02","63,95K","0,06%"
"04/07/2024","89,50","89,15","90,98","89,00","118,55K","-0,56%"
"03/07/2024","90,00","90,36","91,00","84,00","344,94K","-0,39%"
"02/07/2024","90,35","90,05","91,00","90,02","13,38K","-0,11%"
"01/07/2024","90,45","92,00","92,00","90,45","4,26K","-0,06%"
"28/06/2024","90,50","91,50","92,00","90,50","50,92K","-1,20%"
"27/06/2024","91,60","92,90","92,90","91,50","72,45K","-1,40%"
"26/06/2024","92,90","94,20","94,20","92,60","50,88K","-0,11%"
"25/06/2024","93,00","87,69","93,80","87,31","841,61K","6,52%"
"24/06/2024","87,31","87,51","88,00","87,00","555,57K","-0,23%"
"21/06/2024","87,51","88,94","88,94","87,51","93,34K","-0,73%"
"20/06/2024","88,15","88,83","88,83","88,15","55,40K","0,00%"
"19/06/2024","88,15","89,90","89,94","88,15","48,62K","-1,29%"
"14/06/2024","89,30","90,28","90,28","89,30","15,02K","-0,76%"
"13/06/2024","89,98","90,31","90,60","89,98","154,41K","-0,35%"
"12/06/2024","90,30","90,69","91,00","90,30","42,96K","-0,66%"
"11/06/2024","90,90","91,20","91,32","90,85","327,59K","-0,11%"
"10/06/2024","91,00","92,80","92,80","91,00","62,25K","-1,09%"
"07/06/2024","92,00","92,50","92,82","91,58","60,29K","-0,54%"
"06/06/2024","92,50","90,60","92,50","90,60","56,06K","2,38%"
"05/06/2024","90,35","91,41","91,41","90,30","78,15K","-0,82%"
"04/06/2024","91,10","91,80","92,00","91,00","89,86K","-0,76%"
"03/06/2024","91,80","92,00","92,32","91,68","27,06K","-0,22%"
"31/05/2024","92,00","92,32","92,32","91,91","104,37K","0,00%"
"30/05/2024","92,00","92,49","92,49","92,00","74,98K","-0,02%"
"29/05/2024","92,02","92,80","93,12","92,02","193,62K","-0,84%"
"28/05/2024","92,80","92,71","93,00","92,50","727,10K","0,32%"
"27/05/2024","92,50","92,51","93,00","92,50","82,63K","0,00%"
"24/05/2024","92,50","92,81","92,82","92,50","38,08K","0,00%"
"23/05/2024","92,50","92,11","92,50","92,02","60,13K","0,52%"
"22/05/2024","92,02","93,20","93,43","92,02","128,54K","-1,16%"
"21/05/2024","93,10","93,80","94,00","93,00","113,59K","-0,48%"
"20/05/2024","93,55","94,20","94,74","93,55","125,31K","-0,48%"
"17/05/2024","94,00","94,10","95,00","94,00","318,60K","-0,11%"
"16/05/2024","94,10","94,99","94,99","94,10","259,41K","-0,95%"
"15/05/2024","95,00","96,00","96,00","95,00","134,28K","-1,03%"
"14/05/2024","95,99","96,29","96,30","95,99","27,32K","-0,01%"
"13/05/2024","96,00","96,20","96,30","96,00","55,18K","-0,31%"
"10/05/2024","96,30","96,20","96,40","96,00","44,74K","0,10%"
"09/05/2024","96,20","96,40","96,50","96,10","13,02K","-0,10%"
"08/05/2024","96,30","96,50","96,50","96,00","71,11K","0,10%"
"07/05/2024","96,20","96,50","96,50","96,10","56,23K","-0,11%"
"06/05/2024","96,31","96,50","96,89","96,30","16,42K","0,01%"
"03/05/2024","96,30","96,40","96,40","96,00","109,87K","0,10%"
"02/05/2024","96,20","96,15","96,45","96,12","33,93K","-0,26%"
